,name,link,min_salary,max_salary,currency,employer,site_name
93,Редактор-переводчик (Китайская лента новостей),https://hh.ru/vacancy/50988175?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Информационное агентство России ТАСС,hh.ru
94,Переводчик японского языка (иностранная производственная компания),https://hh.ru/vacancy/51175396?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Рекадро,hh.ru
95,Менеджер Переводчик Бюро Переводов,https://hh.ru/vacancy/51263240?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,30000,30000,руб.,Бюро переводов Траст (ИП Сучкова Ярослава Яковлевна),hh.ru
96,Менеджер-переводчик в переводческую компанию,https://hh.ru/vacancy/51211556?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,35000,35000,руб.,ООО Машбюро,hh.ru
97,Технический переводчик с/на испанский язык,https://hh.ru/vacancy/51204725?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО Компания ТрэйдСофт,hh.ru
98,Переводчик с турецкого и английского языка,https://hh.ru/vacancy/51342318?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,82000,82000,руб.,ООО КИП-ЭЛЕКТРОМОНТАЖ,hh.ru
99,Контент-менеджер со знанием английского языка,https://hh.ru/vacancy/51210230?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Searchinform,hh.ru
100,Редактор машинного перевода в Бюро переводов,https://hh.ru/vacancy/50980681?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Проф Лингва,hh.ru
101,Переводчик с китайского и английского языков (Специалист со знанием китайского языка),https://hh.ru/vacancy/50612072?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Дэго Глобал,hh.ru
102,Административный ассистент билингв русский-испанский,https://hh.ru/vacancy/50774351?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,80000,80000,руб.,Нек. орг. Посольство Боливарианской Республики Венесуэлы,hh.ru
103,Ассистент руководителя (переводчик),https://hh.ru/vacancy/51040327?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,130000,130000,руб.,Кадровое агентство ИМПЕРИЯ КАДРОВ,hh.ru
104,Переводчик с китайского языка,https://hh.ru/vacancy/51162651?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,АМУРСКИЙ ФИЛИАЛ АО ЧАЙНА ГЭЧЖОУБА ГРУПП В БЛАГОВЕЩЕНСКЕ,hh.ru
105,"Переводчик, специалист по импорту",https://hh.ru/vacancy/43551152?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО РИ-Групп,hh.ru
106,Переводчик с русского на белорусский,https://hh.ru/vacancy/42724692?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Яндекс,hh.ru
107,Переводчик английского языка,https://hh.ru/vacancy/46413766?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО МТПК,hh.ru
108,Переводчик с узбекского языка,https://hh.ru/vacancy/49559195?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,57000,57000,руб.,ООО СКС,hh.ru
109,Переводчик с/на немецкого и английского языка,https://hh.ru/vacancy/51318856?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ГАЗ,hh.ru
110,Менеджер проектов / корректор,https://hh.ru/vacancy/51191598?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,55000,55000,руб.,ООО БП Бизнес Линкерз,hh.ru
111,Переводчик с английского и французского языков,https://hh.ru/vacancy/51286804?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Гранат,hh.ru
112,Редактор-переводчик (английский язык),https://hh.ru/vacancy/51108940?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Логрус АйТи,hh.ru
113,Переводчик с китайского и английского языков,https://hh.ru/vacancy/50603043?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО СНФС (ЭЛОС),hh.ru
114,Переводчик с испанского языка,https://hh.ru/vacancy/47976134?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Limex,hh.ru
115,Переводчик с английского языка,https://hh.ru/vacancy/46683211?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,148000,148000,KZT,ТОО KSP Steel,hh.ru
116,Переводчик-дизайнер,https://hh.ru/vacancy/51084331?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,247000,247000,KZT,ТОО Сеть магазинов цифровой и бытовой техники ДНС КАЗАХСТАН,hh.ru
117,Офис-менеджер/ассистент/переводчик со знанием немецкого и английского языков,https://hh.ru/vacancy/51031033?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО СВИЛАР,hh.ru
118,Менеджер по работе с клиентами/переводчик,https://hh.ru/vacancy/51240285?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,32000,32000,руб.,ООО Моё дело,hh.ru
119,"Secretary/Translator, SEK",https://hh.ru/vacancy/48612243?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Met T&S Ltd,hh.ru
120,Младший редактор-корректор со знанием английского языка,https://hh.ru/vacancy/50696191?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,NEOTECH,hh.ru
121,Переводчик с вьетнамского языка,https://hh.ru/vacancy/50527437?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Оптово-Розничный Торговый Центр Москва,hh.ru
122,Переводчик с корейского языка,https://hh.ru/vacancy/45949292?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Иннова,hh.ru
123,Менеджер в отдел продаж со знанием иностранных языков,https://hh.ru/vacancy/50253691?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО УорлдуайдБридж,hh.ru
124,Редактор регистрационных досье со знанием английского языка (фармацевтика/медицина),https://hh.ru/vacancy/50673023?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО Виалтек,hh.ru
125,Переводчик с польского языка,https://hh.ru/vacancy/50575405?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,1500,1500,бел.руб.,ООО СофтКорп,hh.ru
126,Менеджер в бюро переводов (Нижневартовск),https://hh.ru/vacancy/50693393?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,Города Переводов,hh.ru
127,Переводчик на тайский язык (удаленно),https://hh.ru/vacancy/51035553?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,руб.,Клиенты Из интернеТа,hh.ru
128,Менеджер по работе с клиентами/переводчик,https://hh.ru/vacancy/51240285?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,32000,32000,руб.,ООО Моё дело,hh.ru
129,Менеджер-переводчик,https://hh.ru/vacancy/51224317?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,35000,35000,руб.,ООО Агентство переводов «Лингво Про»,hh.ru
130,Hindi translator,https://hh.ru/vacancy/47360275?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,1350,1350,бел.руб.,ООО СофтКорп,hh.ru
131,Переводчик,https://hh.ru/vacancy/51110831?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Royal School,hh.ru
132,Ассистент руководителя (переводчик),https://hh.ru/vacancy/51040327?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,130000,130000,руб.,Кадровое агентство ИМПЕРИЯ КАДРОВ,hh.ru
133,Менеджер в бюро переводов в Сургуте,https://hh.ru/vacancy/51021374?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,20000,20000,руб.,Города Переводов,hh.ru
134,Переводчик с китайского языка,https://hh.ru/vacancy/51162651?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,АМУРСКИЙ ФИЛИАЛ АО ЧАЙНА ГЭЧЖОУБА ГРУПП В БЛАГОВЕЩЕНСКЕ,hh.ru
135,Переводчик английского языка,https://hh.ru/vacancy/46413766?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО МТПК,hh.ru
136,Референт-переводчик,https://hh.ru/vacancy/51131298?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,45000,45000,руб.,ООО FITTIN,hh.ru
137,Переводчик с французского языка,https://hh.ru/vacancy/51342331?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"Бюро переводов, ДэКСТЕР Групп",hh.ru
138,Технический переводчик-редактор с китайского языка / технический писатель,https://hh.ru/vacancy/51124461?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,55000,55000,руб.,RC-TECHDOC,hh.ru
139,English Editor,https://hh.ru/vacancy/41179360?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Яндекс,hh.ru
140,Переводчик с английского языка,https://hh.ru/vacancy/51000719?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,35000,35000,руб.,Comrade Web Agency,hh.ru
141,"Переводчик английского языка (устный перевод, удаленно)",https://hh.ru/vacancy/51006714?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,53000,53000,руб.,Teleperformance Russia Group,hh.ru
142,Секретарь-переводчик,https://hh.ru/vacancy/51251536?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,руб.,ЕВРОПЕЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР,hh.ru
143,Переводчик,https://hh.ru/vacancy/51008589?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,25000,25000,руб.,ООО Глобус - М,hh.ru
144,Translator-Copywriter (German and English languages),https://hh.ru/vacancy/51351215?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Skyeng,hh.ru
145,Переводчик с английского языка,https://hh.ru/vacancy/41916494?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО Софт Нск,hh.ru
146,"Редактор, английский язык (военно-техническая тематика)",https://hh.ru/vacancy/48637221?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,Переводческая компания ТРАНСТЕХ,hh.ru
147,Редактор-переводчик сайта (со знанием чешского языка),https://hh.ru/vacancy/47982937?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Международная медиагруппа Россия сегодня (МИА Россия сегодня),hh.ru
148,Переводчик французского языка,https://hh.ru/vacancy/47976205?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Limex,hh.ru
149,Редактор-переводчик / Контент-менеджер,https://hh.ru/vacancy/51086937?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,35000,35000,руб.,ООО Vito Technology,hh.ru
150,Технический писатель/технический переводчик английского языка (телекоммуникационное оборудование),https://hh.ru/vacancy/51050649?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,АО НПК РоТеК,hh.ru
151,Переводчик с китайского языка,https://hh.ru/vacancy/51085612?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Техномаш,hh.ru
152,Ассистент-переводчик в офис,https://hh.ru/vacancy/50994411?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"Астера Транслейшн, студия перевода",hh.ru
153,Англо-вьетнамский медицинский переводчик,https://hh.ru/vacancy/51196031?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ИП Ефремов Евгений Петрович,hh.ru
154,Переводчик с английского языка,https://hh.ru/vacancy/51070848?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"АО ""Полиметалл"",  Амурский филиал «Полиметалл Управляющая компания» ",hh.ru
155,Ведущий переводчик в группу технического перевода,https://hh.ru/vacancy/51009003?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,75000,75000,руб.,ООО Велесстрой,hh.ru
156,Переводчик с английского языка,https://hh.ru/vacancy/51037100?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,30000,30000,руб.,АО КОНАР,hh.ru
157,Редактор-переводчик,https://hh.ru/vacancy/50934869?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,ЭНДЖИ,hh.ru
158,Переводчик с турецкого языка,https://hh.ru/vacancy/50942831?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,74000,74000,руб.,ГКУ города Москвы Центр занятости населения города Москвы,hh.ru
159,Контент-менеджер YouTube-канала (Копирайтер / Лингвист / Переводчик),https://hh.ru/vacancy/50565471?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,35000,35000,руб.,NewGen Vision,hh.ru
160,Переводчик бенгальского языка,https://hh.ru/vacancy/47360218?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,1350,1350,бел.руб.,ООО СофтКорп,hh.ru
161,Администратор (переводчик),https://hh.ru/vacancy/51222184?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Группа НЛМК,hh.ru
162,Руководитель отдела переводов аудио-визуального контента в студию дубляжа,https://hh.ru/vacancy/50931789?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,55000,55000,руб.,ООО Лакки Продакшн,hh.ru
163,Переводчик RU-EN (нефтегазовый сектор и энергетика),https://hh.ru/vacancy/50890965?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,80000,80000,руб.,TechInput,hh.ru
164,Переводчик,https://hh.ru/vacancy/50948725?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,60000,60000,руб.,ООО Велесстрой,hh.ru
165,Переводчик-редактор EN-RU-EN (офтальмология),https://hh.ru/vacancy/51184215?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,AWATERA,hh.ru
166,Translator/Interpreter,https://hh.ru/vacancy/50992567?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,KAZ Minerals Russia LLC,hh.ru
167,Стажер-переводчик в Департамент сервиса,https://hh.ru/vacancy/50916892?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,БСХ Бытовые Приборы,hh.ru
168,Менеджер-переводчик,https://hh.ru/vacancy/51017038?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,"Лингвиста, Агентство переводов",hh.ru
169,Переводчик (Китайский язык),https://hh.ru/vacancy/50414365?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,100000,100000,руб., ZENDEN. Административный персонал,hh.ru
170,Редактор-переводчик экономических новостей,https://hh.ru/vacancy/50845553?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Интерфакс,hh.ru
171,Переводчик с испанского языка,https://hh.ru/vacancy/41917984?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,40000,40000,руб.,ООО Софт Нск,hh.ru
172,Переводчик,https://hh.ru/vacancy/50908655?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,АО Полад,hh.ru
173,Переводчик с испанского языка,https://hh.ru/vacancy/47976134?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Limex,hh.ru
174,Технический переводчик в сфере IT,https://hh.ru/vacancy/50880237?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Positive Technologies,hh.ru
175,Переводчик (английский язык) (структура технического заказчика) Республика Алтай,https://hh.ru/vacancy/49918895?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО СБД,hh.ru
176,Переводчик на испанский (удаленно),https://hh.ru/vacancy/50925054?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,30000,30000,руб.,ООО Глобал Медиа контент,hh.ru
177,Переводчик патентных заявок (биотехнологии / биология / генетика / химия),https://hh.ru/vacancy/51033565?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Патентика,hh.ru
178,Секретарь-переводчик английского языка,https://hh.ru/vacancy/50917932?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,АО Банк Развития Казахстана,hh.ru
179,Переводчик иностранного языка,https://hh.ru/vacancy/51018193?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,35000,35000,руб.,АО Фармстандарт,hh.ru
180,"Переводчик с русского языка на английский (инвестиционная, биржевая и экономическая тематика)",https://hh.ru/vacancy/50903283?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Levochkin.vc,hh.ru
181,Переводчик с русского на белорусский,https://hh.ru/vacancy/42724695?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,Яндекс,hh.ru
182,Помощник руководителя/переводчик (г. Электроугли МО),https://hh.ru/vacancy/49285078?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,50000,50000,руб.,ООО Профессиональные кадры,hh.ru
183,Переводчик с китайского языка,https://hh.ru/vacancy/50996888?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,,,,ООО СИГИКОП-Бел,hh.ru
184,Переводчик с английского языка,https://hh.ru/vacancy/50756282?from=vacancy_search_list&query=%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B4%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,5000,5000,руб.,ИП Ретунский Алексей Павлович,hh.ru
